faculty_id,college_id,name,gender,designation,qualification,experience_years,department,salary,publications,patents,research_projects,joining_year,employment_type
FAC09260,COL1862,Dr. Yogesh Kelkar,Male,Professor,PhD,37,Marathi,2107000,2,2,9,1989,Permanent
FAC09261,COL1862,Anand Chougule,Male,Associate Professor,MTech,14,Commerce,1234000,5,1,2,2012,Permanent
FAC09262,COL1862,Dr. Vishwas Ansari,Male,Professor,PhD,28,Economics,2013000,10,2,6,1998,Permanent
FAC09263,COL1862,Manoj Gupta,Male,Associate Professor,MTech,14,English,1191000,3,1,1,2012,Visiting
FAC09264,COL1862,Dr. Meena Mishra,Female,Associate Professor,PhD,16,Mathematics,1296000,6,0,2,2010,Permanent
FAC09265,COL1862,Vasant Joshi,Male,Assistant Professor,ME,7,English,732000,1,0,1,2019,Permanent
FAC09266,COL1862,Amol Khan,Male,HOD,MTech,21,Chemistry,1948000,3,2,1,2005,Permanent
FAC09267,COL1862,Dr. Pratibha Mahajan,Female,Associate Professor,PhD,17,Computer Science,1332000,4,2,6,2009,Contractual
FAC09268,COL1863,Vaishali Mishra,Female,Assistant Professor,MTech,8,Civil Law,693000,1,0,0,2018,Permanent
FAC09269,COL1863,Dr. Suresh Pathan,Male,Professor,PhD,31,Civil Law,1952000,59,2,8,1995,Permanent
FAC09270,COL1863,Dr. Rajendra Pathan,Male,Professor,PhD,34,Criminal Law,1989000,13,0,8,1992,Permanent
FAC09271,COL1864,Dr. Sanjay Nikam,Male,Professor,PhD,33,Civil Law,1457000,12,0,8,1993,Permanent
FAC09272,COL1864,Deepak Sharma,Male,Associate Professor,MTech,10,Criminal Law,726000,2,1,0,2016,Permanent
FAC09273,COL1865,Prakash Mahajan,Male,Assistant Professor,MTech,7,Mathematics,733000,1,1,2,2019,Permanent
FAC09274,COL1865,Dr. Ashok Jadhav,Male,HOD,PhD,21,Marathi,1962000,17,0,8,2005,Permanent
FAC09275,COL1865,Kailash Pawar,Male,Associate Professor,MTech,18,Commerce,1214000,5,1,3,2008,Contractual
FAC09276,COL1865,Kavita Bhosale,Female,Assistant Professor,ME,5,English,702000,1,0,0,2021,Visiting
FAC09277,COL1865,Dr. Vijay Shinde,Male,Associate Professor,PhD,16,Physics,1284000,4,0,5,2010,Permanent
FAC09278,COL1865,Deepak Kadam,Male,Assistant Professor,MTech,1,Marathi,666000,1,2,1,2025,Permanent
FAC09279,COL1865,Dr. Pramod Phadke,Male,Assistant Professor,PhD,10,Computer Science,779000,1,4,1,2016,Contractual
FAC09280,COL1865,Dr. Sushma Pandey,Female,Associate Professor,PhD,13,Physics,1246000,3,3,4,2013,Permanent
FAC09281,COL1865,Amol Bhoir,Male,Assistant Professor,ME,9,Economics,704000,1,0,3,2017,Permanent
FAC09282,COL1866,Yogesh Mane,Male,Associate Professor,ME,8,Economics,1180000,2,0,1,2018,Permanent
FAC09283,COL1866,Jyoti Bhoir,Female,Assistant Professor,MTech,9,English,781000,2,1,2,2017,Permanent
FAC09284,COL1866,Santosh Kale,Male,Assistant Professor,BE,1,Commerce,702000,0,0,1,2025,Permanent
FAC09285,COL1866,Sunita Jadhav,Female,Assistant Professor,MTech,7,English,735000,0,0,1,2019,Permanent
FAC09286,COL1866,Dr. Deepak Sant,Male,Assistant Professor,PhD,10,Economics,804000,4,2,4,2016,Permanent
FAC09287,COL1866,Indira Rane,Female,Assistant Professor,MTech,1,Chemistry,764000,1,1,1,2025,Permanent
FAC09288,COL1866,Sanjay Kale,Male,Assistant Professor,MTech,1,Physics,720000,1,0,0,2025,Permanent
FAC09289,COL1866,Fatima Sheikh Kelkar,Female,Professor,MTech,19,Computer Science,1832000,4,4,2,2007,Permanent
FAC09290,COL1866,Rajendra Apte,Male,Associate Professor,ME,14,Chemistry,1199000,6,1,2,2012,Permanent
FAC09291,COL1866,Prof. Sushila Apte,Female,Assistant Professor,BE,8,Chemistry,711000,0,0,1,2018,Contractual
FAC09292,COL1866,Umesh Mishra,Male,Assistant Professor,MTech,10,Physics,807000,1,0,0,2016,Permanent
FAC09293,COL1866,Dr. Rohini Ansari,Female,Assistant Professor,PhD,3,Physics,788000,3,1,0,2023,Permanent
FAC09294,COL1866,Chandrakant Patil,Male,Assistant Professor,ME,2,English,723000,0,0,0,2024,Permanent
FAC09295,COL1866,Vinod Apte,Male,Assistant Professor,MTech,1,Economics,699000,0,0,0,2025,Permanent
FAC09296,COL1867,Dr. Vidya Gupta,Female,Assistant Professor,PhD,8,Constitutional Law,496000,2,2,1,2018,Permanent
FAC09297,COL1867,Vaishali Sawant,Female,Assistant Professor,MTech,4,Constitutional Law,438000,1,1,0,2022,Contractual
FAC09298,COL1868,Yogesh Kale,Male,Assistant Professor,MTech,8,Political Science,684000,0,0,3,2018,Contractual
FAC09299,COL1868,Madhuri Mishra,Female,Assistant Professor,ME,8,Sociology,640000,1,1,0,2018,Visiting
FAC09300,COL1868,Vidya Kale,Female,Assistant Professor,MTech,7,Sociology,697000,1,0,0,2019,Permanent
FAC09301,COL1868,Prakash Kelkar,Male,Assistant Professor,BE,5,English,576000,0,0,1,2021,Visiting
FAC09302,COL1868,Milind Chavan,Male,Assistant Professor,ME,8,English,695000,2,1,3,2018,Permanent
FAC09303,COL1869,Pravin Mishra,Male,Assistant Professor,ME,6,Sociology,657000,1,1,2,2020,Permanent
FAC09304,COL1869,Fatima Sheikh Reddy,Female,Assistant Professor,ME,6,Economics,639000,1,1,0,2020,Permanent
FAC09305,COL1869,Ujjwala Sayyed,Female,Assistant Professor,ME,3,Sociology,627000,0,1,0,2023,Permanent
FAC09306,COL1870,Shaikh Farooq Pandey,Male,Assistant Professor,MTech,3,Corporate Law,703000,2,1,0,2023,Permanent
FAC09307,COL1870,Dr. Vandana Pandey,Female,Assistant Professor,PhD,1,Corporate Law,710000,2,2,0,2025,Permanent
FAC09308,COL1870,Narendra Reddy,Male,Assistant Professor,BE,2,Corporate Law,636000,0,0,1,2024,Permanent
FAC09309,COL1871,Sachin Chougule,Male,Assistant Professor,BE,1,Child Health Nursing,630000,0,0,0,2025,Permanent
FAC09310,COL1871,Suresh Deshmukh,Male,Assistant Professor,ME,7,Obstetrics & Gynaecological Nursing,746000,1,0,2,2019,Permanent
FAC09311,COL1872,Dr. Mahesh Bhosale,Male,Associate Professor,PhD,14,Business Analytics,865000,5,2,2,2012,Permanent
FAC09312,COL1872,Chandrakala Yadav,Female,Assistant Professor,MTech,5,Marketing,448000,1,0,1,2021,Permanent
FAC09313,COL1873,Sunita Mishra,Female,Assistant Professor,ME,6,Physics,496000,1,0,1,2020,Permanent
FAC09314,COL1873,Dr. Madhuri Kadam,Female,Assistant Professor,PhD,7,Mathematics,510000,2,2,1,2019,Contractual
FAC09315,COL1873,Dr. Imran Ali Bhoir,Male,Professor,PhD,14,Mathematics,1271000,12,1,5,2012,Permanent
FAC09316,COL1874,Hemant Deshmukh,Male,Assistant Professor,BE,2,Human Resources,612000,0,0,0,2024,Contractual
FAC09317,COL1874,Dr. Ayesha Khan Shinde,Female,Professor,PhD,19,Human Resources,1756000,11,2,6,2007,Permanent
FAC09318,COL1875,Rohini Karve,Female,Assistant Professor,ME,9,Educational Administration,709000,1,0,0,2017,Contractual
FAC09319,COL1875,Dr. Archana Sayyed,Female,Assistant Professor,PhD,6,Curriculum & Pedagogy,767000,5,3,2,2020,Permanent
FAC09320,COL1876,Ravindra Kadam,Male,Associate Professor,MTech,10,Commerce,1214000,2,1,2,2016,Permanent
FAC09321,COL1876,Dr. Ganesh Wagh,Male,Assistant Professor,PhD,9,Economics,833000,2,0,0,2017,Permanent
FAC09322,COL1876,Anita Chavan,Female,Assistant Professor,BE,7,English,709000,0,0,0,2019,Permanent
FAC09323,COL1876,Dr. Sudhir Mishra,Male,Assistant Professor,PhD,5,Computer Science,790000,2,0,2,2021,Permanent
FAC09324,COL1876,Dr. Ramesh Kelkar,Male,Assistant Professor,PhD,10,Physics,863000,1,0,2,2016,Permanent
FAC09325,COL1876,Dr. Pramod Kulkarni,Male,HOD,PhD,37,Mathematics,2232000,10,2,7,1989,Permanent
FAC09326,COL1876,Rajesh Khan,Male,Assistant Professor,ME,9,Mathematics,750000,1,1,0,2017,Permanent
FAC09327,COL1876,Deepak Sant,Male,Assistant Professor,MTech,10,Economics,745000,1,0,0,2016,Contractual
FAC09328,COL1876,Kavita Mishra,Female,Assistant Professor,BE,9,Commerce,704000,0,0,0,2017,Permanent
FAC09329,COL1876,Nanda Rane,Female,Associate Professor,ME,12,English,1176000,3,0,1,2014,Permanent
FAC09330,COL1876,Santosh Khan,Male,Associate Professor,MTech,20,Commerce,1250000,2,1,0,2006,Visiting
FAC09331,COL1876,Archana Kadam,Female,Assistant Professor,MTech,9,Economics,762000,0,1,0,2017,Permanent
FAC09332,COL1876,Sangita Shaikh,Female,Assistant Professor,MTech,9,English,742000,2,0,1,2017,Permanent
FAC09333,COL1876,Vivek Mishra,Male,Associate Professor,ME,17,Computer Science,1218000,2,1,4,2009,Permanent
FAC09334,COL1876,Sunil More,Male,Associate Professor,BE,19,Mathematics,1182000,2,0,1,2007,Permanent
FAC09335,COL1877,Ganesh Chougule,Male,Assistant Professor,ME,5,Accountancy,725000,1,1,1,2021,Contractual
FAC09336,COL1877,Jyoti Mahajan,Female,Assistant Professor,MTech,4,Banking & Finance,683000,0,1,0,2022,Permanent
FAC09337,COL1878,Imran Ali Chavan,Male,Associate Professor,MTech,15,Mechanical Engineering,1187000,2,2,0,2011,Permanent
FAC09338,COL1878,Vandana Verma,Female,HOD,ME,39,Electronics & Telecommunication,2019000,8,1,6,1987,Permanent
FAC09339,COL1879,Sachin Thorat,Male,Assistant Professor,ME,2,Educational Administration,432000,0,1,1,2024,Permanent
FAC09340,COL1879,Amol Khan,Male,Assistant Professor,ME,8,Curriculum & Pedagogy,477000,1,0,0,2018,Visiting
FAC09341,COL1880,Dr. Vasanti Bhosale,Female,Assistant Professor,PhD,8,Business Analytics,511000,1,0,1,2018,Contractual
FAC09342,COL1880,Madhav Patil,Male,Associate Professor,MTech,14,Human Resources,744000,2,0,1,2012,Contractual
FAC09343,COL1881,Dr. Ramesh Shinde,Male,Professor,PhD,18,Pharmacognosy,1277000,5,0,4,2008,Permanent
FAC09344,COL1881,Mohammed Iqbal Chavan,Male,Assistant Professor,MTech,2,Pharmaceutics,445000,0,2,0,2024,Permanent
FAC09345,COL1882,Nasreen Singh,Female,Assistant Professor,ME,8,Physics,697000,1,1,3,2018,Permanent
FAC09346,COL1882,Sharad Apte,Male,Assistant Professor,BE,1,Physics,655000,0,1,1,2025,Permanent
FAC09347,COL1882,Mahesh Gaikwad,Male,Assistant Professor,ME,1,Marathi,697000,1,0,1,2025,Permanent
FAC09348,COL1883,Sanjay Pawar,Male,Assistant Professor,MTech,1,Commerce,466000,1,0,2,2025,Permanent
FAC09349,COL1883,Pramod Naik,Male,Assistant Professor,MTech,5,Marathi,446000,0,1,0,2021,Contractual
FAC09350,COL1883,Ashok Patil,Male,Assistant Professor,ME,6,Commerce,458000,1,0,0,2020,Permanent
FAC09351,COL1883,Santosh Nikam,Male,Assistant Professor,BE,6,Computer Science,423000,0,0,0,2020,Visiting
FAC09352,COL1883,Ramesh Apte,Male,Assistant Professor,MTech,6,Marathi,491000,1,1,0,2020,Contractual
FAC09353,COL1883,Sangita Rane,Female,Assistant Professor,ME,6,Chemistry,478000,1,0,1,2020,Contractual
FAC09354,COL1883,Ganesh Salunkhe,Male,Assistant Professor,ME,6,Computer Science,429000,1,0,0,2020,Permanent
FAC09355,COL1883,Suresh Thorat,Male,Assistant Professor,MTech,6,Mathematics,485000,1,1,1,2020,Permanent
FAC09356,COL1883,Dr. Sunita Thorat,Female,Assistant Professor,PhD,6,Physics,470000,1,1,0,2020,Permanent
FAC09357,COL1883,Yogesh Sharma,Male,Assistant Professor,ME,3,Marathi,401000,0,0,0,2023,Contractual
FAC09358,COL1884,Ujjwala Sayyed,Female,Assistant Professor,ME,7,Marathi,488000,0,0,0,2019,Contractual
FAC09359,COL1884,Chandrakala Yadav,Female,Assistant Professor,ME,10,Economics,474000,1,0,1,2016,Permanent
FAC09360,COL1884,Sachin Sawant,Male,Assistant Professor,MTech,9,Chemistry,447000,0,0,0,2017,Permanent
FAC09361,COL1884,Dr. Deepak Sharma,Male,Assistant Professor,PhD,3,Marathi,491000,1,3,0,2023,Contractual
FAC09362,COL1884,Dr. Nitin Bhoir,Male,Assistant Professor,PhD,7,Mathematics,473000,2,3,2,2019,Permanent
FAC09363,COL1884,Suresh Singh,Male,Assistant Professor,BE,9,Physics,478000,0,0,0,2017,Contractual
FAC09364,COL1884,Dr. Ashok Sawant,Male,Associate Professor,PhD,18,Economics,903000,1,0,4,2008,Visiting
FAC09365,COL1884,Sangita Khan,Female,Professor,ME,18,Economics,1248000,4,0,1,2008,Permanent
FAC09366,COL1884,Digambar Pandey,Male,Associate Professor,MTech,11,Commerce,785000,3,1,3,2015,Contractual
FAC09367,COL1884,Sunil Joshi,Male,Assistant Professor,ME,10,English,440000,0,0,0,2016,Permanent
FAC09368,COL1884,Mahesh Singh,Male,Assistant Professor,ME,4,Commerce,415000,1,1,0,2022,Permanent
FAC09369,COL1884,Balasaheb Naik,Male,Assistant Professor,BE,2,Physics,426000,0,0,0,2024,Permanent
FAC09370,COL1884,Dr. Fatima Sheikh Chavan,Female,Assistant Professor,PhD,8,Commerce,478000,2,1,1,2018,Permanent
FAC09371,COL1884,Chandrakant Tiwari,Male,Assistant Professor,MTech,9,Computer Science,498000,1,3,0,2017,Permanent
FAC09372,COL1885,Sanjay Rao,Male,Professor,MTech,29,Soil Science,1927000,9,0,5,1997,Permanent
FAC09373,COL1885,Sudhir Gaikwad,Male,Assistant Professor,MTech,2,Plant Pathology,705000,0,0,0,2024,Contractual
FAC09374,COL1886,Girish Deshmukh,Male,Assistant Professor,BE,8,Botany,453000,0,0,1,2018,Contractual
FAC09375,COL1886,Dr. Vandana Singh,Female,Associate Professor,PhD,11,Botany,808000,2,0,4,2015,Permanent
FAC09376,COL1887,Balasaheb Chougule,Male,Professor,MTech,19,Marathi,1693000,17,0,2,2007,Permanent
FAC09377,COL1887,Dr. Umesh Ansari,Male,Professor,PhD,21,Economics,1843000,9,2,6,2005,Permanent
FAC09378,COL1887,Vivek Verma,Male,Assistant Professor,MTech,10,Economics,732000,1,0,1,2016,Permanent
FAC09379,COL1887,Dr. Anil Chougule,Male,Assistant Professor,PhD,5,Mathematics,735000,1,0,2,2021,Permanent
FAC09380,COL1887,Nitin Deshmukh,Male,Assistant Professor,ME,10,Economics,720000,0,1,1,2016,Permanent
FAC09381,COL1887,Abdul Rahman Gaikwad,Male,Assistant Professor,ME,1,Economics,690000,0,0,1,2025,Permanent
FAC09382,COL1887,Ashok Phadke,Male,Assistant Professor,BE,4,Marathi,652000,0,0,0,2022,Permanent
FAC09383,COL1887,Fatima Sheikh Tiwari,Female,Assistant Professor,ME,6,Computer Science,725000,1,1,0,2020,Permanent
FAC09384,COL1887,Meena Deshmukh,Female,Assistant Professor,MTech,3,Economics,709000,1,0,0,2023,Contractual
FAC09385,COL1887,Kailash Sawant,Male,Assistant Professor,MTech,8,Commerce,740000,3,1,0,2018,Permanent
FAC09386,COL1887,Shaikh Farooq Naik,Male,Assistant Professor,ME,10,Marathi,694000,1,0,3,2016,Permanent
FAC09387,COL1887,Rajendra Rane,Male,Assistant Professor,MTech,9,English,747000,1,0,0,2017,Permanent
FAC09388,COL1887,Prof. Sushila Tiwari,Female,Assistant Professor,MTech,7,English,673000,3,0,2,2019,Permanent
FAC09389,COL1887,Prof. Bhalchandra Thorat,Male,Assistant Professor,MTech,2,Mathematics,671000,0,1,3,2024,Permanent
FAC09390,COL1888,Dr. Sunil Kulkarni,Male,Associate Professor,PhD,19,English,1197000,9,1,6,2007,Permanent
FAC09391,COL1888,Mahesh Chougule,Male,Assistant Professor,MTech,6,Physics,682000,0,0,2,2020,Contractual
FAC09392,COL1888,Dr. Sarika Tiwari,Female,Associate Professor,PhD,8,Computer Science,1087000,4,2,3,2018,Permanent
FAC09393,COL1888,Dr. Pushpa Sant,Female,Assistant Professor,PhD,10,Economics,711000,2,2,2,2016,Permanent
FAC09394,COL1888,Dr. Vishwas Bhoir,Male,Professor,PhD,35,Computer Science,1897000,28,4,8,1991,Permanent
FAC09395,COL1888,Chandrakala Joshi,Female,Associate Professor,MTech,8,Marathi,999000,4,0,0,2018,Permanent
FAC09396,COL1888,Dr. Ayesha Khan Chavan,Female,Professor,PhD,24,Physics,1735000,37,0,6,2002,Permanent
FAC09397,COL1888,Umesh Pawar,Male,Assistant Professor,MTech,7,Commerce,652000,1,0,0,2019,Permanent
FAC09398,COL1888,Dilip Wagh,Male,Associate Professor,ME,12,Commerce,1040000,3,0,4,2014,Permanent
FAC09399,COL1888,Yogesh Sayyed,Male,Assistant Professor,MTech,5,Mathematics,643000,2,0,4,2021,Permanent
FAC09400,COL1888,Dr. Archana Mishra,Female,Associate Professor,PhD,8,Computer Science,1120000,10,4,3,2018,Permanent
FAC09401,COL1888,Kalpana Pandey,Female,Assistant Professor,BE,9,Chemistry,627000,0,1,0,2017,Permanent
FAC09402,COL1888,Deepak Bhagat,Male,Assistant Professor,MTech,8,Physics,663000,1,0,1,2018,Contractual
FAC09403,COL1888,Rohini Naik,Female,Assistant Professor,ME,2,Mathematics,598000,1,0,1,2024,Permanent
FAC09404,COL1888,Vijay Sayyed,Male,Associate Professor,ME,20,Chemistry,1082000,11,1,2,2006,Permanent
FAC09405,COL1888,Nirmala Tiwari,Female,Assistant Professor,ME,6,Marathi,619000,2,1,2,2020,Permanent
FAC09406,COL1888,Dr. Snehal Kale,Female,HOD,PhD,40,Mathematics,2026000,27,0,8,1986,Permanent
FAC09407,COL1888,Dr. Archana Sant,Female,Associate Professor,PhD,14,Marathi,1168000,13,3,5,2012,Contractual
FAC09408,COL1888,Meena Sayyed,Female,Assistant Professor,MTech,6,Physics,676000,1,1,2,2020,Permanent
FAC09409,COL1888,Yogesh Salunkhe,Male,Assistant Professor,MTech,5,Computer Science,656000,1,1,1,2021,Permanent
FAC09410,COL1888,Madhuri Kelkar,Female,Assistant Professor,ME,2,Chemistry,647000,0,0,3,2024,Permanent
FAC09411,COL1888,Sarika Naik,Female,Assistant Professor,MTech,9,Computer Science,692000,3,2,2,2017,Permanent
FAC09412,COL1888,Pratibha Bhagat,Female,Associate Professor,ME,15,Economics,1064000,5,0,1,2011,Contractual
FAC09413,COL1888,Dr. Ayesha Khan Deshmukh,Female,Professor,PhD,37,Mathematics,1870000,12,1,9,1989,Permanent
FAC09414,COL1889,Dr. Pravin Gaikwad,Male,Assistant Professor,PhD,3,Pharmaceutics,439000,1,0,3,2023,Contractual
FAC09415,COL1889,Alka Bhosale,Female,Assistant Professor,ME,1,Pharmaceutics,426000,0,0,0,2025,Visiting
FAC09416,COL1890,Kalpana Joshi,Female,Assistant Professor,ME,7,Pharmacology,447000,1,0,0,2019,Permanent
FAC09417,COL1890,Narendra Pawar,Male,Assistant Professor,ME,1,Pharmacology,409000,0,0,0,2025,Permanent
FAC09418,COL1891,Dr. Indira Gaikwad,Female,Associate Professor,PhD,18,Electrical Engineering,876000,5,3,4,2008,Permanent
FAC09419,COL1891,Suresh Jadhav,Male,Assistant Professor,BE,4,Computer Engineering,436000,0,0,0,2022,Contractual
FAC09420,COL1892,Jyoti Shinde,Female,Assistant Professor,MTech,6,Civil Engineering,658000,1,1,2,2020,Permanent
FAC09421,COL1892,Chandrakala Sayyed,Female,Assistant Professor,ME,6,Information Technology,682000,1,2,1,2020,Permanent
FAC09422,COL1892,Dr. Nasreen Pawar,Female,Assistant Professor,PhD,4,Electrical Engineering,670000,3,1,3,2022,Permanent
FAC09423,COL1892,Jyoti Gupta,Female,Assistant Professor,MTech,1,Civil Engineering,626000,1,0,1,2025,Contractual
FAC09424,COL1892,Dr. Fatima Sheikh Kadam,Female,Associate Professor,PhD,14,Electrical Engineering,1185000,15,3,5,2012,Permanent
FAC09425,COL1892,Vivek Nikam,Male,Assistant Professor,MTech,6,Computer Engineering,622000,1,1,2,2020,Permanent
FAC09426,COL1892,Vasant Kulkarni,Male,Assistant Professor,ME,6,Electrical Engineering,685000,1,1,1,2020,Contractual
FAC09427,COL1892,Shabana Kelkar,Female,Assistant Professor,BE,7,Information Technology,651000,1,0,0,2019,Permanent
FAC09428,COL1892,Vaishali Kale,Female,Assistant Professor,ME,7,Information Technology,678000,0,1,0,2019,Permanent
FAC09429,COL1892,Dr. Chandrakala Bhosale,Female,Associate Professor,PhD,19,Civil Engineering,1183000,13,1,5,2007,Permanent
FAC09430,COL1892,Ujjwala Dixit,Female,Assistant Professor,ME,4,Information Technology,623000,0,4,0,2022,Permanent
FAC09431,COL1892,Chandrakala Pandey,Female,Assistant Professor,MTech,8,Information Technology,634000,2,2,2,2018,Permanent
FAC09432,COL1892,Madhuri Mahajan,Female,Associate Professor,ME,19,Mechanical Engineering,1116000,6,1,2,2007,Permanent
FAC09433,COL1893,Sharad Pawar,Male,Assistant Professor,MTech,9,Obstetrics & Gynaecological Nursing,443000,1,0,0,2017,Contractual
FAC09434,COL1893,Madhuri Kale,Female,Assistant Professor,ME,5,Obstetrics & Gynaecological Nursing,436000,1,0,0,2021,Permanent
FAC09435,COL1894,Dr. Fatima Sheikh Nikam,Female,Associate Professor,PhD,13,Marketing,1219000,12,2,3,2013,Contractual
FAC09436,COL1894,Ujjwala Kale,Female,Assistant Professor,MTech,6,Finance,674000,0,1,0,2020,Permanent
FAC09437,COL1895,Dr. Sushma Kadam,Female,Professor,PhD,16,Commerce,1711000,8,1,5,2010,Permanent
FAC09438,COL1895,Manisha Shaikh,Female,Assistant Professor,MTech,3,Computer Science,630000,1,0,1,2023,Permanent
FAC09439,COL1895,Dr. Kavita Dixit,Female,Professor,PhD,16,Physics,1656000,13,5,7,2010,Permanent
FAC09440,COL1895,Dr. Ravindra Sayyed,Male,Assistant Professor,PhD,6,Computer Science,680000,7,3,5,2020,Permanent
FAC09441,COL1895,Dr. Imran Ali Bhoir,Male,HOD,PhD,16,Marathi,1835000,22,1,6,2010,Permanent
FAC09442,COL1895,Dr. Vandana Shaikh,Female,Associate Professor,PhD,15,Economics,1186000,6,0,3,2011,Permanent
FAC09443,COL1895,Kishor Sharma,Male,Assistant Professor,MTech,1,Chemistry,601000,1,1,0,2025,Contractual
FAC09444,COL1895,Dr. Meena Kadam,Female,Assistant Professor,PhD,2,English,691000,2,1,3,2024,Permanent
FAC09445,COL1895,Dr. Sarika Kelkar,Female,Assistant Professor,PhD,7,Mathematics,736000,3,0,3,2019,Permanent
FAC09446,COL1895,Smita Apte,Female,Assistant Professor,ME,1,Computer Science,654000,0,2,0,2025,Permanent
FAC09447,COL1895,Sachin Verma,Male,Assistant Professor,ME,1,Computer Science,640000,0,1,1,2025,Permanent
FAC09448,COL1895,Dr. Ramesh More,Male,Assistant Professor,PhD,7,Mathematics,738000,4,1,1,2019,Contractual
FAC09449,COL1895,Imran Ali Jadhav,Male,Assistant Professor,BE,8,Commerce,597000,0,0,0,2018,Permanent
FAC09450,COL1895,Dr. Mahesh Nikam,Male,Associate Professor,PhD,8,Physics,1069000,10,0,4,2018,Permanent
FAC09451,COL1896,Vinod Pandey,Male,Assistant Professor,MTech,6,Computer Engineering,418000,1,0,1,2020,Permanent
FAC09452,COL1896,Dr. Sharad Pandey,Male,Professor,PhD,24,Civil Engineering,1417000,17,0,4,2002,Permanent
FAC09453,COL1896,Smita Bhosale,Female,Associate Professor,ME,15,Electronics & Telecommunication,787000,3,1,2,2011,Permanent
FAC09454,COL1896,Fatima Sheikh Rane,Female,Assistant Professor,MTech,3,Computer Engineering,413000,1,3,2,2023,Permanent
FAC09455,COL1896,Vaishali Singh,Female,Assistant Professor,BE,4,Information Technology,444000,0,1,0,2022,Permanent
FAC09456,COL1897,Archana Sant,Female,Assistant Professor,MTech,10,Chemistry,499000,1,0,2,2016,Contractual
FAC09457,COL1897,Jyoti Kale,Female,Assistant Professor,BE,6,Marathi,414000,0,0,0,2020,Contractual
FAC09458,COL1897,Dr. Sarika Sawant,Female,Professor,PhD,11,Computer Science,1210000,2,2,3,2015,Contractual
FAC09459,COL1897,Anand Kadam,Male,Assistant Professor,ME,9,Commerce,484000,1,0,2,2017,Contractual
FAC09460,COL1897,Dr. Shobha Dixit,Female,Associate Professor,PhD,11,Mathematics,850000,3,0,2,2015,Visiting
FAC09461,COL1897,Dr. Vishwas Sant,Male,Assistant Professor,PhD,6,Computer Science,516000,1,2,3,2020,Contractual
FAC09462,COL1897,Manisha Sayyed,Female,Assistant Professor,MTech,1,Physics,438000,0,1,2,2025,Contractual
FAC09463,COL1897,Namdeo Chougule,Male,Assistant Professor,MTech,4,Chemistry,457000,1,4,0,2022,Permanent
FAC09464,COL1898,Ravindra Chougule,Male,Assistant Professor,BE,6,Corporate Law,593000,0,0,0,2020,Permanent
FAC09465,COL1898,Dr. Indira Marathe,Female,Associate Professor,PhD,18,Criminal Law,1189000,8,3,4,2008,Permanent
FAC09466,COL1899,Dilip Joshi,Male,Assistant Professor,ME,8,Economics,435000,1,0,0,2018,Contractual
FAC09467,COL1899,Jyoti Tiwari,Female,Assistant Professor,BE,4,Business Administration,449000,0,0,1,2022,Permanent
FAC09468,COL1900,Rekha Dixit,Female,Assistant Professor,ME,9,Physics,472000,0,1,2,2017,Contractual
FAC09469,COL1900,Ayesha Khan Karve,Female,Assistant Professor,ME,4,Chemistry,409000,1,0,0,2022,Contractual
FAC09470,COL1900,Dr. Manisha Rane,Female,HOD,PhD,20,Economics,1472000,12,0,5,2006,Permanent
FAC09471,COL1900,Prof. Sushila Bhosale,Female,Assistant Professor,ME,2,Economics,422000,0,0,1,2024,Permanent
FAC09472,COL1900,Madhav Mane,Male,Assistant Professor,MTech,2,Computer Science,469000,1,1,1,2024,Permanent
FAC09473,COL1900,Dr. Imran Ali Naik,Male,Associate Professor,PhD,13,Marathi,852000,5,0,3,2013,Permanent
FAC09474,COL1900,Dr. Vishwas Pathan,Male,Assistant Professor,PhD,9,Computer Science,479000,0,2,3,2017,Permanent
FAC09475,COL1900,Narendra Singh,Male,Assistant Professor,BE,10,Marathi,426000,0,0,1,2016,Contractual
FAC09476,COL1901,Abdul Rahman Joshi,Male,HOD,MTech,38,Physics,1612000,9,0,5,1988,Permanent
FAC09477,COL1901,Nanda Nikam,Female,Assistant Professor,BE,7,Economics,395000,0,0,0,2019,Permanent
FAC09478,COL1901,Madhuri Naik,Female,Assistant Professor,MTech,4,Mathematics,445000,1,1,1,2022,Contractual
FAC09479,COL1901,Manoj Dixit,Male,Assistant Professor,BE,8,Physics,462000,0,0,0,2018,Contractual
FAC09480,COL1901,Nasreen Joshi,Female,Assistant Professor,BE,6,Mathematics,436000,0,0,0,2020,Contractual
FAC09481,COL1901,Namdeo Kelkar,Male,Assistant Professor,MTech,2,English,425000,1,0,2,2024,Permanent
FAC09482,COL1901,Dr. Ganesh Shaikh,Male,Associate Professor,PhD,17,Economics,824000,3,2,3,2009,Contractual
FAC09483,COL1901,Amol Salunkhe,Male,Assistant Professor,BE,9,English,472000,0,0,0,2017,Contractual
FAC09484,COL1902,Ramesh Verma,Male,Assistant Professor,ME,2,English,746000,1,0,1,2024,Contractual
FAC09485,COL1902,Shobha Chavan,Female,Assistant Professor,MTech,9,English,790000,1,0,0,2017,Permanent
FAC09486,COL1902,Dr. Prof. Sushila Pandey,Female,Associate Professor,PhD,11,English,1279000,5,1,4,2015,Contractual
FAC09487,COL1902,Chandrakala Ansari,Female,Assistant Professor,ME,7,Marathi,744000,1,0,1,2019,Permanent
FAC09488,COL1902,Mohammed Iqbal Naik,Male,Assistant Professor,ME,3,Economics,726000,1,1,0,2023,Permanent
